  0.381849E+01  0.344519E-01  0.344519E-01  0.344519E-01   78378
  0.386671E+01  0.337450E-01  0.337450E-01  0.337450E-01   80030
  0.391512E+01  0.326545E-01  0.326545E-01  0.326545E-01   83186
  0.396361E+01  0.317603E-01  0.317603E-01  0.317603E-01   84666
  0.401199E+01  0.307418E-01  0.307418E-01  0.307418E-01   86546
  0.406023E+01  0.299577E-01  0.299577E-01  0.299577E-01   88134
  0.410850E+01  0.293386E-01  0.293386E-01  0.293386E-01   91538
  0.415721E+01  0.285040E-01  0.285040E-01  0.285040E-01   93138
  0.420542E+01  0.276606E-01  0.276605E-01  0.276606E-01   94478
  0.425359E+01  0.270434E-01  0.270434E-01  0.270434E-01   97274
  0.430187E+01  0.264489E-01  0.264489E-01  0.264489E-01   99690
  0.435049E+01  0.256797E-01  0.256797E-01  0.256797E-01  102590
  0.439893E+01  0.249618E-01  0.249618E-01  0.249618E-01  103770
  0.444710E+01  0.243753E-01  0.243753E-01  0.243753E-01  106346
  0.449544E+01  0.237973E-01  0.237973E-01  0.237973E-01  108546
  0.454361E+01  0.232633E-01  0.232633E-01  0.232633E-01  110726
  0.459166E+01  0.227318E-01  0.227318E-01  0.227318E-01  112322
  0.463973E+01  0.221324E-01  0.221324E-01  0.221324E-01  115890
  0.468829E+01  0.214994E-01  0.214994E-01  0.214994E-01  118766
  0.473690E+01  0.209865E-01  0.209865E-01  0.209865E-01  122298
  0.478534E+01  0.204328E-01  0.204328E-01  0.204328E-01  122090
  0.483331E+01  0.198429E-01  0.198429E-01  0.198429E-01  125810
  0.488221E+01  0.193689E-01  0.193689E-01  0.193689E-01  128190
  0.492986E+01  0.189252E-01  0.189252E-01  0.189252E-01  130994
  0.497913E+01  0.184478E-01  0.184478E-01  0.184478E-01  133722
  0.502638E+01  0.180443E-01  0.180443E-01  0.180443E-01  133886
  0.507530E+01  0.176324E-01  0.176324E-01  0.176324E-01  140538
  0.512349E+01  0.171825E-01  0.171825E-01  0.171825E-01  140594
  0.517182E+01  0.167370E-01  0.167370E-01  0.167370E-01  143594
  0.522025E+01  0.164049E-01  0.164049E-01  0.164049E-01  146310
  0.526828E+01  0.158997E-01  0.158997E-01  0.158997E-01  150650
  0.531760E+01  0.155866E-01  0.155866E-01  0.155866E-01  151914
  0.536456E+01  0.151421E-01  0.151421E-01  0.151421E-01  153398
  0.541406E+01  0.148124E-01  0.148124E-01  0.148124E-01  157866
  0.546068E+01  0.144122E-01  0.144122E-01  0.144122E-01  160658
  0.551102E+01  0.141854E-01  0.141854E-01  0.141854E-01  164102
  0.555790E+01  0.137343E-01  0.137343E-01  0.137343E-01  164994
  0.560709E+01  0.134318E-01  0.134318E-01  0.134318E-01  169850
  0.565508E+01  0.130930E-01  0.130930E-01  0.130930E-01  172986
  0.570355E+01  0.128299E-01  0.128299E-01  0.128299E-01  173894
  0.575172E+01  0.124945E-01  0.124945E-01  0.124945E-01  176778
  0.579941E+01  0.122409E-01  0.122409E-01  0.122409E-01  181802
  0.584914E+01  0.120363E-01  0.120363E-01  0.120363E-01  184430
  0.589557E+01  0.116169E-01  0.116169E-01  0.116169E-01  187242
  0.594562E+01  0.114756E-01  0.114756E-01  0.114756E-01  190250
  0.599303E+01  0.111813E-01  0.111813E-01  0.111813E-01  192570
